-82.5614858,36.9707982
-82.5618171,36.9712246
-82.5622047,36.9707318
-82.5613,36.9709426
-82.5617404,36.9715304
-82.5610142,36.971121
-82.5609448,36.9706845
-82.5607276,36.9704895
-82.5607745,36.9708694
-82.5607976,36.9703898
-82.561161,36.9705826
-82.5613045,36.9704251
-82.5607305,36.9701712
-82.5606165,36.9702944
-82.5603832,36.9705676
-82.5603201,36.9706512
-82.5602678,36.9707134
-82.5599312,36.9704187
-82.559982,36.970346
-82.5602328,36.9700759
-82.5604206,36.9701777
-82.5603363,36.9699501
-82.5598416,36.9697277
-82.5593495,36.9694951
-82.5589427,36.9697803
-82.559103,36.9698929
-82.5590641,36.9699411
-82.5593967,36.9701222
-82.5597352,36.9703099
-82.5596521,36.9703945
-82.5593234,36.9701963
-82.5591252,36.9701055
-82.5587524,36.9699166
-82.558739,36.9699616
-82.5589911,36.9700216
-82.5587028,36.9698822
-82.5587859,36.9696701
-82.5587282,36.9696991
-82.5584265,36.9699103
-82.5583473,36.9699939
-82.5582254,36.9700455
-82.5579276,36.9698345
-82.5576353,36.9696834
-82.5588931,36.9700526
-82.5586198,36.9707429
-82.5588438,36.9707954
-82.5588102,36.9707054
-82.5589714,36.9708656
-82.5588762,36.9709941
-82.5590667,36.9710755
-82.5591313,36.9711219
-82.5590911,36.9711701
-82.5591943,36.9712312
-82.559079,36.9707704
-82.5595095,36.9708455
-82.5593338,36.970748
-82.5597145,36.9705439
-82.5598606,36.9704899
-82.5601558,36.9706624
-82.5601274,36.9705267
-82.5601838,36.9706017
-82.5600389,36.9704763
-82.5598953,36.9707465
-82.5575875,36.9704622
-82.5569679,36.9707612
-82.5566433,36.9708812
-82.5569437,36.970264
-82.5577867,36.9695396
-82.555752,36.97056
-82.5620529,36.9707812
-82.5619993,36.9708477
-82.5621093,36.9708616
-82.5617244,36.9708219
-82.5612216,36.970823
-82.5607912,36.9710234
-82.5611406,36.9710116
-82.5610491,36.9707362
-82.5605935,36.9706338
-82.5599788,36.9705586
-82.5569152,36.9706716
-82.5592167,36.9702579
-82.5608773,36.9709156
-82.5606832,36.9707391
-82.5605616,36.9708873
-82.5618244,36.9714297
-82.5617683,36.9713161
-82.562019,36.9716983
-82.5622551,36.9718835
-82.5623315,36.9720925
-82.5622973,36.972205
-82.5624676,36.9722714
-82.5625947,36.972318
-82.5626952,36.9725151
-82.5628504,36.9724487
-82.563061,36.9723405
-82.562837,36.9722591
-82.5629966,36.9722655
-82.5621969,36.972483
-82.5622613,36.9726324
-82.5623109,36.9726881
-82.5624544,36.9725756
-82.5623646,36.9724106
-82.5622077,36.9725381
-82.5619166,36.9726013
-82.5619822,36.9727733
-82.5616308,36.9726736
-82.5617944,36.9729951
-82.5615933,36.9726136
-82.5612513,36.9726897
-82.561549,36.9725419
-82.5615155,36.9724765
-82.5616209,36.9724387
-82.5618059,36.9724097
-82.562042,36.9723905
-82.5621881,36.9723144
-82.5613197,36.9725269
-82.5610864,36.9725279
-82.5611816,36.9727015
-82.5612822,36.972919
-82.561136,36.9726169
-82.5606112,36.9723219
-82.5604986,36.9724944
-82.5607655,36.9721966
-82.5609157,36.9721001
-82.5611335,36.9720573
-82.5613486,36.9719387
-82.5615084,36.9719165
-82.5616438,36.97176
-82.5618031,36.9715663
-82.5603555,36.9721896
-82.56044,36.9721071
-82.5601395,36.9720795
-82.5600121,36.9722403
-82.5599516,36.9723194
-82.5597115,36.9725905
-82.5595765,36.9727437
-82.5593472,36.9726227
-82.5592511,36.9725619
-82.5591841,36.9726379
-82.5592846,36.9726808
-82.5590902,36.972474
-82.559025,36.9725385
-82.5592064,36.9723214
-82.5593847,36.9721048
-82.5596368,36.9717998
-82.5597798,36.9716482
-82.559879,36.9716922
-82.5600095,36.9715591
-82.5600417,36.9718929
-82.5600953,36.9718415
-82.5601879,36.9717258
-82.5602475,36.9716486
-82.5598425,36.9714306
-82.5600552,36.9715446
-82.5603541,36.9715376
-82.5606657,36.9717197
-82.560908,36.9718519
-82.561226,36.9720081
-82.560425,36.9714507
-82.5605241,36.9713192
-82.560588,36.9712543
-82.5604547,36.9711739
-82.5604562,36.9710889
-82.5602537,36.9708135
-82.5602073,36.9707651
-82.5601315,36.9710227
-82.5600513,36.9711259
-82.5599926,36.9712046
-82.5596555,36.9713811
-82.5595522,36.9711593
-82.5597172,36.9709682
-82.5600941,36.970993
-82.560252,36.9712606
-82.5601961,36.9709045
-82.5599282,36.970775
-82.5621697,36.9732678
-82.5625251,36.9735185
-82.5627638,36.9733782
-82.5630397,36.9734604
-82.5633779,36.9736611
-82.5636929,36.9738673
-82.5640378,36.9741154
-82.5644115,36.9744446
-82.5648218,36.9748641
-82.5651168,36.9752
-82.5645112,36.9755547
-82.5647354,36.9754588
-82.5647301,36.9757621
-82.5649191,36.9757674
-82.5650895,36.9757096
-82.5651887,36.9756335
-82.5652651,36.9755371
-82.5653148,36.9754088
-82.5652628,36.976031
-82.5652172,36.9759325
-82.5651448,36.9758103
-82.5652601,36.9757396
-82.5650227,36.9758521
-82.5649248,36.9758693
-82.5648082,36.9759035
-82.5648497,36.976016
-82.5648725,36.9760814
-82.5651528,36.9760193
-82.5649906,36.976121
-82.5648953,36.9761542
-82.565444,36.9762969
-82.5649543,36.9763396
-82.5650385,36.9765251
-82.5651123,36.9767452
-82.5652027,36.9769411
-82.5654134,36.9768832
-82.5644436,36.9762612
-82.5645146,36.9764476
-82.5643304,36.9762902
-82.5642445,36.9762088
-82.5639211,36.976414
-82.5638193,36.9764765
-82.5623756,36.9737067
-82.5623931,36.9738245
-82.562608,36.9739829
-82.5632068,36.974408
-82.5632807,36.9744573
-82.5635007,36.9745044
-82.5635315,36.9745152
-82.563348,36.974638
-82.563424,36.9748086
-82.5635836,36.9750507
-82.5637722,36.9751843
-82.5639656,36.975377
-82.5639455,36.9754423
-82.5641873,36.975664
-82.564796,36.9758549
-82.5647542,36.9758184
-82.5646939,36.9758024
-82.5642249,36.9758014
